id,local_time,timestamp_utc,text,url,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,media_files,media_types,media_urls,media_alt_texts,links,links_to_resolve,domains,hashtags,mentioned_ids,mentioned_names,collection_time,match_query,collected_via,coordinates,to_tweetid,to_username,to_userid,lang,possibly_sensitive,retweet_count,like_count,reply_count,user_screen_name,user_name,user_friends,user_followers,user_location,user_verified,user_description,user_created_at,user_id,user_tweets,user_likes,user_lists,user_image,user_url,user_timestamp_utc,source_url,source_name
1580876877002342402,2022-10-14T11:03:13,1665745393,"Lagardère s’accroche à son siège éjectable (8/9)
https://lesjours.fr/obsessions/lagardere-heritier/ep4-opa-bollore/",https://twitter.com/Lesjoursfr/status/1580876877002342402,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/lagardere-heritier/ep4-opa-bollore/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.759136,True,['scraping'],,1580876874087288832,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876874087288832,2022-10-14T11:03:12,1665745392,"Derrière les barreaux, le jihad en liberté (7/9)
https://lesjours.fr/obsessions/les-revenants-zoubeir/ep8-delinquance/",https://twitter.com/Lesjoursfr/status/1580876874087288832,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/les-revenants-zoubeir/ep8-delinquance/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.759816,True,['scraping'],,1580876871059009541,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876871059009541,2022-10-14T11:03:11,1665745391,"Morandini: la rédaction gravement mise en clause (6/9)
https://lesjours.fr/obsessions/l-empire/ep31-clause/",https://twitter.com/Lesjoursfr/status/1580876871059009541,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/l-empire/ep31-clause/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.760488,True,['scraping'],,1580876868525645825,Lesjoursfr,2837226736,fr,False,0,1,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876868525645825,2022-10-14T11:03:11,1665745391,"Extinction Rebellion: rebelle semaine de RIO à Paris (5/9)
https://lesjours.fr/obsessions/extinction-rebellion/ep5-rio-premiere-semaine/",https://twitter.com/Lesjoursfr/status/1580876868525645825,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/extinction-rebellion/ep5-rio-premiere-semaine/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.761158,True,['scraping'],,1580876865845088256,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876865845088256,2022-10-14T11:03:10,1665745390,"Affaire Grégory: Laurence Lacour, une journaliste dans la meute (4/9)
https://lesjours.fr/obsessions/gregory/ep12-lacour/",https://twitter.com/Lesjoursfr/status/1580876865845088256,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/gregory/ep12-lacour/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.761835,True,['scraping'],,1580876863236231168,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876863236231168,2022-10-14T11:03:10,1665745390,"Outrage et répression pour le policier gilet jaune (3/9)
https://lesjours.fr/obsessions/gilets-jaunes/ep41-proces-gilet-jaune/",https://twitter.com/Lesjoursfr/status/1580876863236231168,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/gilets-jaunes/ep41-proces-gilet-jaune/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.762503,True,['scraping'],,1580876860661305349,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876860661305349,2022-10-14T11:03:09,1665745389,"Gang des postiches: un trésor six pieds sous terre (2/9)
https://lesjours.fr/obsessions/proces-fourniret-postiches/ep6-evasion-tresort/",https://twitter.com/Lesjoursfr/status/1580876860661305349,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/proces-fourniret-postiches/ep6-evasion-tresort/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.763169,True,['scraping'],,1580876857880489985,Lesjoursfr,2837226736,fr,False,0,0,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580876857880489985,2022-10-14T11:03:08,1665745388,"C’était un 14 octobre… Voici les épisodes publiés à cette date sur @Lesjoursfr depuis 2016, car @Lesjoursfr redonnent de la mémoire, du contexte, de la chair à l’actu 🧵
 
Europe 1, un pied dans l’hécatombe (1/9)
https://lesjours.fr/obsessions/lagardere-heritier/ep23-quatre-vingt-dix-huit/",https://twitter.com/Lesjoursfr/status/1580876857880489985,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/lagardere-heritier/ep23-quatre-vingt-dix-huit/'],True,['lesjours.fr'],[],['2837226736'],['lesjoursfr'],2022-10-15T11:28:47.763856,True,['scraping'],,,,,fr,False,1,1,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
1580864593131622402,2022-10-14T10:14:24,1665742464,"@ThibautSchepman @ppaillassa Et toute la série «J'ai pollué près de chez vous» est à lire ici. De Lubrizol à au chrome VI de Saint-Nazaire, de Lafarge à Guy Dauphine Environnement, du lisier à Seveso-sur-Loire, déjà 17 épisodes à lire ici, et le premier est en accès libre: https://lesjours.fr/obsessions/pollutions-locales/ep1-impunite/",https://twitter.com/Lesjoursfr/status/1580864593131622402,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/pollutions-locales/ep1-impunite/'],True,['lesjours.fr'],[],"['1183496785077166090', '117402535']","['ppaillassa', 'thibautschepman']",2022-10-15T11:28:47.764542,True,['scraping'],,1580862832236990464,Lesjoursfr,2837226736,fr,False,1,2,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580862832236990464,2022-10-14T10:07:24,1665742044,"Pourquoi donc se lancer dans une enquête telle que «J'ai pollué près de chez vous»? @ThibautSchepman explique tout à @ppaillassa dans un nouvel épisode du podcast «Le making-of des Jours», à écouter ici en accès libre:
https://lesjours.fr/podcasts/making-of-podcast/ep35-pollutions-locales/",https://twitter.com/Lesjoursfr/status/1580862832236990464,,,,,,,,,[],[],[],[],['https://lesjours.fr/podcasts/making-of-podcast/ep35-pollutions-locales/'],True,['lesjours.fr'],[],"['1183496785077166090', '117402535']","['ppaillassa', 'thibautschepman']",2022-10-15T11:28:47.765224,True,['scraping'],,,,,fr,False,1,3,1,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842924325376001,2022-10-14T08:48:18,1665737298,Bref: de bonnes lectures qui vous feront patienter jusqu'à la livraison de la nouvelle chronique de @corentinsellin qui est en train de travailler comme un fou!,https://twitter.com/Lesjoursfr/status/1580842924325376001,,,,,,,,,[],[],[],[],[],False,[],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:48.439980,True,['scraping'],,1580842586750582784,Lesjoursfr,2837226736,fr,,0,0,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842754443137025,2022-10-14T08:47:37,1665737257,https://lesjours.fr/obsessions/this-is-america-2/ep13-retour-capitole-fin/,https://twitter.com/Lesjoursfr/status/1580842754443137025,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep13-retour-capitole-fin/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:48.440849,True,['scraping'],,1580842586750582784,Lesjoursfr,2837226736,zxx,False,0,1,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842586750582784,2022-10-14T08:46:57,1665737217,@CorentinSellin https://lesjours.fr/obsessions/this-is-america-2/ep12-retour-capitole-suite/,https://twitter.com/Lesjoursfr/status/1580842586750582784,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep12-retour-capitole-suite/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:48.441615,True,['scraping'],,1580842078287712256,Lesjoursfr,2837226736,qme,False,0,0,2,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842516311515137,2022-10-14T08:46:41,1665737201,"@CorentinSellin Et la mini-série en trois épisodes, «L'assaut»:
https://lesjours.fr/obsessions/this-is-america-2/ep11-capitole-6-janvier/",https://twitter.com/Lesjoursfr/status/1580842516311515137,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep11-capitole-6-janvier/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:48.442288,True,['scraping'],,1580842078287712256,Lesjoursfr,2837226736,fr,False,1,0,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842401626656768,2022-10-14T08:46:13,1665737173,"@CorentinSellin Les limites de la commission d'enquête
https://lesjours.fr/obsessions/this-is-america-2/ep21-enquete-parlementaire-capitole/",https://twitter.com/Lesjoursfr/status/1580842401626656768,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep21-enquete-parlementaire-capitole/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:48.442954,True,['scraping'],,1580842078287712256,Lesjoursfr,2837226736,fr,False,0,2,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580842078287712256,2022-10-14T08:44:56,1665737096,"@CorentinSellin La perquisition à Mar-a-Lago
https://lesjours.fr/obsessions/this-is-america-2/ep25-fbi-trump/",https://twitter.com/Lesjoursfr/status/1580842078287712256,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep25-fbi-trump/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:48.443614,True,['scraping'],,1580841828198141952,Lesjoursfr,2837226736,fr,False,1,3,3,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
